u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bearing,ref,layer_height,edge_interior_angle,stroke_group
33344809,2423479559,0,"[5010787, 24939860]",,"['Maynollogasse', 'Gertrudplatz']",living_street,,True,152.328,"LINESTRING (16.3438705 48.2249874, 16.3438959 48.2250684, 16.3440662 48.2256117, 16.3440785 48.2256511, 16.3440831 48.2256657, 16.3442969 48.2262828, 16.3443058 48.2263002, 16.3443097 48.2263099, 16.3443157 48.2263246)",12.5,,height 2,"{(33344809, 33344808, 0): 77.068, (33344810, 33344809, 0): 102.92099999999999, (2423479559, 33344812, 0): 97.352, (2423479559, 33344816, 0): 80.743}",30
33344809,33344808,0,11384010,,Schulgasse,residential,30,True,46.753,"LINESTRING (16.3438705 48.2249874, 16.3444017 48.2249458, 16.3444973 48.2249383)",96.7,,height 1,"{(33344808, 33144550, 0): 76.812, (33344809, 2423479559, 0): 77.068, (33344810, 33344809, 0): 179.989, (33344811, 33344808, 0): 179.596}",3
33344810,33344809,0,11384010,,Schulgasse,residential,30,True,31.642,"LINESTRING (16.3434463 48.2250207, 16.3438705 48.2249874)",96.7,,height 1,"{(33144503, 33344810, 0): 96.688, (33344809, 2423479559, 0): 102.92099999999999, (33344809, 33344808, 0): 179.989, (33344810, 401838, 0): 179.996}",3
33344810,401838,0,11384010,,Schulgasse,residential,30,True,103.848,"LINESTRING (16.3434463 48.2250207, 16.3421483 48.2251227, 16.3420541 48.2251301)",276.7,,height 1,"{(33143834, 401838, 0): 93.435, (33144503, 33344810, 0): 83.31599999999999, (33344810, 33344809, 0): 179.996, (33344817, 401838, 0): 86.775, (60631071, 401838, 0): 179.443}",3
33344811,33344253,0,11384010,,Schulgasse,residential,30,True,102.471,"LINESTRING (16.3457423 48.22485, 16.3471178 48.2247525)",96.1,,height 1,"{(33344253, 392442, 0): 179.32, (33344253, 251207329, 0): 103.72200000000001, (33344805, 33344253, 0): 77.58699999999999, (33344811, 33344807, 0): 99.44800000000001, (33344811, 33344808, 0): 180, (33344812, 33344811, 0): 79.406}",3
33344811,33344807,0,28989534,,Hans-Sachs-Gasse,residential,30,True,116.764,"LINESTRING (16.3457423 48.22485, 16.3454933 48.2238131)",189.1,,height 2,"{(33344807, 33144550, 0): 98.711, (33344807, 33344806, 0): 132.888, (33344811, 33344253, 0): 99.44800000000001, (33344811, 33344808, 0): 80.55199999999999, (33344812, 33344811, 0): 178.85399999999998}",29
33344811,33344808,0,11384010,,Schulgasse,residential,30,True,92.75,"LINESTRING (16.3457423 48.22485, 16.344601 48.2249309, 16.3444973 48.2249383)",276.1,,height 1,"{(33344808, 33144550, 0): 103.59200000000001, (33344809, 33344808, 0): 179.596, (33344811, 33344253, 0): 180, (33344811, 33344807, 0): 80.55199999999999, (33344812, 33344811, 0): 100.594}",3
33344812,33344811,0,5010777,,Hans-Sachs-Gasse,residential,30,True,92.597,"LINESTRING (16.3459567 48.2256704, 16.3459527 48.2256552, 16.3459406 48.2256086, 16.3457423 48.22485)",189.9,,height 2,"{(33344811, 33344253, 0): 79.406, (33344811, 33344807, 0): 178.85399999999998, (33344811, 33344808, 0): 100.594, (251207329, 33344812, 0): 95.246, (2423479559, 33344812, 0): 84.813}",29
33344817,401838,0,341624385,2,Martinstraße,tertiary,30,True,165.092,"LINESTRING (16.3422558 48.2266087, 16.3422537 48.2265957, 16.3422463 48.2265496, 16.3420628 48.2251943, 16.3420541 48.2251301)",185.2,,height 2,"{(33143834, 401838, 0): 179.78999999999996, (33344810, 401838, 0): 86.775, (33344817, 33344816, 0): 93.569, (33345293, 33344817, 0): 86.844, (60631071, 401838, 0): 93.782}",17
33344817,33344816,0,508760485,2,Währinger Straße,secondary,50,True,97.07400000000001,"LINESTRING (16.3422558 48.2266087, 16.3423434 48.2266001, 16.3427662 48.2265618, 16.3428535 48.2265563, 16.3435543 48.2264915)",97.7,,height 1,"{(33344817, 401838, 0): 93.569, (33345293, 33344817, 0): 179.587, (2423479559, 33344816, 0): 177.23499999999999}",0
33344824,33345297,0,195532853,,Teschnergasse,residential,30,True,83.38300000000001,"LINESTRING (16.3383056 48.2258139, 16.3383523 48.2258698, 16.3385834 48.2265382)",14.3,,height 2,"{(33344825, 33344824, 0): 108.014, (33345297, 33345289, 0): 89.409, (33345297, 251523470, 0): 179.514, (33345300, 33344824, 0): 176.483}",13
33344825,33345299,0,5010795,,Anna-Frauer-Gasse,residential,30,True,78.156,"LINESTRING (16.3377366 48.2260422, 16.3371846 48.2254432)",211.5,,height 2,"{(33344825, 33344824, 0): 110.8, (33345285, 33344825, 0): 70.22200000000001, (33345299, 33345298, 0): 107.97, (33345300, 33345299, 0): 71.534}",31
33344825,33344824,0,620608010,,Schulgasse,residential,30,True,49.204,"LINESTRING (16.3377366 48.2260422, 16.3383056 48.2258139)",121.1,,height 1,"{(33344824, 33345297, 0): 108.014, (33344825, 33345299, 0): 110.8, (33345285, 33344825, 0): 178.978, (33345300, 33344824, 0): 68.469}",32
33345285,33344825,0,620608010,,Schulgasse,residential,30,True,61.684,"LINESTRING (16.3370332 48.2263391, 16.3377366 48.2260422)",122.4,,height 1,"{(33344825, 33345299, 0): 70.22200000000001, (33344825, 33344824, 0): 178.978, (33345285, 394989, 0): 179.39499999999998, (33345298, 33345285, 0): 108.743}",32
33345285,394989,0,620608010,,Schulgasse,residential,30,True,107.593,"LINESTRING (16.3370332 48.2263391, 16.3358809 48.2268112, 16.335796 48.226846)",301.6,,height 1,"{(394989, 33345287, 0): 97.376, (33345285, 33344825, 0): 179.39499999999998, (33345289, 394989, 0): 81.541, (33345298, 33345285, 0): 70.652, (33345311, 394989, 0): 179.978}",32
33345286,33345303,0,38665945,,Staudgasse,residential,30,True,86.441,"LINESTRING (16.3351453 48.2257474, 16.3360885 48.2252897)",126.1,,height 1,"{(33144069, 33345303, 0): 73.877, (33345286, 283324413, 0): 105.368, (33345287, 33345286, 0): 84.031, (33345303, 33345304, 0): 178.393, (33345303, 33345298, 0): 106.568}",16
33345286,283324413,0,172398664,,Vinzenzgasse,residential,30,True,98.25,"LINESTRING (16.3351453 48.2257474, 16.3345237 48.2250387, 16.3344762 48.2249845)",210.3,,height 2,"{(33345286, 33345303, 0): 105.368, (33345287, 33345286, 0): 170.601, (283324413, 33144491, 0): 179.144, (283324413, 29048469, 0): 105.715, (283324413, 33144069, 0): 74.877}",6
33345287,33345286,0,655549764,,Vinzenzgasse,residential,30,True,57.814,"LINESTRING (16.3354438 48.2262278, 16.3351453 48.2257474)",202.5,,height 2,"{(394989, 33345287, 0): 177.817, (33345286, 33345303, 0): 84.031, (33345286, 283324413, 0): 170.601, (33345298, 33345287, 0): 97.866}",6
33345289,33345310,0,5010791,,Plenergasse,residential,30,True,98.39,"LINESTRING (16.3361053 48.2273665, 16.3349334 48.227783)",298.1,,height 1,"{(33345289, 394989, 0): 78.849, (33345297, 33345289, 0): 178.916, (33345310, 33345311, 0): 85.30499999999999, (64975949, 33345310, 0): 96.09100000000001, (1850015446, 33345289, 0): 100.449}",33
33345289,394989,0,327069938,,Vinzenzgasse,residential,30,True,62.247,"LINESTRING (16.3361053 48.2273665, 16.335833 48.2269082, 16.335796 48.226846)",201.6,,height 2,"{(394989, 33345287, 0): 178.91699999999997, (33345285, 394989, 0): 81.541, (33345289, 33345310, 0): 78.849, (33345297, 33345289, 0): 102.235, (33345311, 394989, 0): 98.437, (1850015446, 33345289, 0): 179.298}",6
33345293,33344817,0,550487337,2,Währinger Straße,secondary,50,True,119.702,"LINESTRING (16.3406794 48.226844, 16.3407923 48.2268228, 16.3410712 48.2267808, 16.3414749 48.2267214, 16.341603 48.2267031, 16.3418733 48.2266592, 16.3421515 48.2266197, 16.3422558 48.2266087)",102.6,,height 1,"{(33344817, 401838, 0): 86.844, (33344817, 33344816, 0): 179.587, (33345294, 33345293, 0): 109.375, (251523470, 33345293, 0): 175.40699999999998}",0
33345294,33345293,0,11371897,,Weimarer Straße,residential,30,True,75.57400000000001,"LINESTRING (16.340325 48.2262071, 16.3403744 48.2263212, 16.3406727 48.2268324, 16.3406794 48.226844)",20.3,,height 2,"{(33345293, 33344817, 0): 109.375, (60631071, 33345294, 0): 164.95600000000002, (251523470, 33345293, 0): 75.218}",22
33345297,33345289,0,5010791,,Plenergasse,residential,30,True,205.378,"LINESTRING (16.3385834 48.2265382, 16.3361053 48.2273665)",296.6,,height 1,"{(33344824, 33345297, 0): 89.409, (33345289, 33345310, 0): 178.916, (33345289, 394989, 0): 102.235, (33345297, 251523470, 0): 91.077, (1850015446, 33345289, 0): 78.467}",33
33345297,251523470,0,195532853,,Teschnergasse,residential,30,True,104.646,"LINESTRING (16.3385834 48.2265382, 16.3387729 48.2270716, 16.338885 48.2273872, 16.3389044 48.2274417, 16.3389088 48.227454)",13.3,,height 2,"{(33344824, 33345297, 0): 179.514, (33345297, 33345289, 0): 91.077, (251523470, 33345291, 0): 83.201, (251523470, 33345293, 0): 94.357}",13
33345298,33345285,0,227970781,,Mitterberggasse,residential,30,True,75.801,"LINESTRING (16.3365119 48.2257525, 16.3370332 48.2263391)",30.6,,height 2,"{(33345285, 33344825, 0): 108.743, (33345285, 394989, 0): 70.652, (33345298, 33345287, 0): 107.638, (33345299, 33345298, 0): 73.065, (33345303, 33345298, 0): 179.173}",2
33345298,33345287,0,471276328,,Schopenhauerstraße,residential,30,True,95.15,"LINESTRING (16.3365119 48.2257525, 16.3354438 48.2262278)",303.7,,height 1,"{(394989, 33345287, 0): 84.31700000000001, (33345287, 33345286, 0): 97.866, (33345298, 33345285, 0): 107.638, (33345299, 33345298, 0): 179.297, (33345303, 33345298, 0): 71.535}",18
33345299,33345298,0,471276328,,Schopenhauerstraße,residential,30,True,60.548,"LINESTRING (16.3371846 48.2254432, 16.3365119 48.2257525)",304.6,,height 1,"{(33344825, 33345299, 0): 107.97, (33345298, 33345285, 0): 73.065, (33345298, 33345287, 0): 179.297, (33345300, 33345299, 0): 179.504, (33345303, 33345298, 0): 107.762}",18
33345300,33345299,0,471276328,,Schopenhauerstraße,residential,30,True,48.322,"LINESTRING (16.3377254 48.2252002, 16.3371846 48.2254432)",304.0,,height 1,"{(33344825, 33345299, 0): 71.534, (33345299, 33345298, 0): 179.504, (33345300, 33344824, 0): 109.197, (33345301, 33345300, 0): 179.623, (33345304, 33345300, 0): 70.84400000000001}",18
33345300,33344824,0,471276329,,Teschnergasse,residential,30,True,80.648,"LINESTRING (16.3377254 48.2252002, 16.3383056 48.2258139)",32.2,,height 2,"{(33344824, 33345297, 0): 176.483, (33344825, 33344824, 0): 68.469, (33345300, 33345299, 0): 109.197, (33345301, 33345300, 0): 71.18, (33345304, 33345300, 0): 179.959}",13
33345301,33345300,0,28989536,,Schopenhauerstraße,residential,30,True,77.477,"LINESTRING (16.3385877 48.2248059, 16.3377254 48.2252002)",304.5,,height 1,"{(33144555, 33345301, 0): 177.803, (33345300, 33345299, 0): 179.623, (33345300, 33344824, 0): 71.18, (33345301, 33144577, 0): 71.322, (33345304, 33345300, 0): 108.779}",18
33345301,33144577,0,250014287,,Leitermayergasse,residential,30,True,72.425,"LINESTRING (16.3385877 48.2248059, 16.3380685 48.224254)",212.1,,height 2,"{(33144555, 33345301, 0): 110.875, (33144577, 33144572, 0): 73.763, (33144577, 33143995, 0): 179.097, (33345301, 33345300, 0): 71.322, (33345304, 33144577, 0): 105.47}",19
33345303,33345304,0,38665945,,Staudgasse,residential,30,True,108.505,"LINESTRING (16.3360885 48.2252897, 16.3372428 48.224689)",128.0,,height 1,"{(29048468, 33345304, 0): 73.743, (33144069, 33345303, 0): 104.516, (33345286, 33345303, 0): 178.393, (33345303, 33345298, 0): 75.039, (33345304, 33144577, 0): 179.712, (33345304, 33345300, 0): 105.859}",16
33345303,33345298,0,227970781,,Mitterberggasse,residential,30,True,60.266,"LINESTRING (16.3360885 48.2252897, 16.3365119 48.2257525)",31.4,,height 2,"{(33144069, 33345303, 0): 179.555, (33345286, 33345303, 0): 106.568, (33345298, 33345285, 0): 179.173, (33345298, 33345287, 0): 71.535, (33345299, 33345298, 0): 107.762, (33345303, 33345304, 0): 75.039}",2
33345304,33144577,0,195532851,,Staudgasse,residential,30,True,77.982,"LINESTRING (16.3372428 48.224689, 16.3380685 48.224254)",128.3,,height 1,"{(29048468, 33345304, 0): 105.969, (33144577, 33144572, 0): 179.233, (33144577, 33143995, 0): 73.627, (33345301, 33144577, 0): 105.47, (33345303, 33345304, 0): 179.712, (33345304, 33345300, 0): 74.429}",16
33345304,33345300,0,471276329,,Teschnergasse,residential,30,True,67.151,"LINESTRING (16.3372428 48.224689, 16.3377254 48.2252002)",32.2,,height 2,"{(29048468, 33345304, 0): 179.602, (33345300, 33345299, 0): 70.84400000000001, (33345300, 33344824, 0): 179.959, (33345301, 33345300, 0): 108.779, (33345303, 33345304, 0): 105.859, (33345304, 33144577, 0): 74.429}",13
33345310,33345311,0,8892751,1,Klostergasse,residential,30,True,59.408,"LINESTRING (16.3349334 48.227783, 16.3347937 48.2272569)",190.0,,height 2,"{(33345289, 33345310, 0): 85.30499999999999, (33345311, 394989, 0): 97.41900000000001, (33345320, 33345311, 0): 92.03399999999999, (64975949, 33345310, 0): 178.604}",34
33345311,394989,0,442915201,,Schulgasse,residential,30,True,87.179,"LINESTRING (16.3347937 48.2272569, 16.3357263 48.2268746, 16.335796 48.226846)",121.6,,height 1,"{(394989, 33345287, 0): 82.646, (33345285, 394989, 0): 179.978, (33345289, 394989, 0): 98.437, (33345310, 33345311, 0): 97.41900000000001, (33345320, 33345311, 0): 170.547}",32
33345319,33345320,0,829951739,,Lacknergasse,residential,30,True,92.432,"LINESTRING (16.3331633 48.2267511, 16.333629 48.2275223)",21.9,,height 2,"{(29048470, 33345319, 0): 178.935, (33345320, 33345311, 0): 108.289, (33345320, 29048460, 0): 178.39499999999998, (64975551, 33345319, 0): 104.60499999999999}",10
33345320,33345311,0,442973214,,Schulgasse,residential,30,True,91.183,"LINESTRING (16.333629 48.2275223, 16.3347937 48.2272569)",108.9,,height 1,"{(33345310, 33345311, 0): 92.03399999999999, (33345311, 394989, 0): 170.547, (33345319, 33345320, 0): 108.289, (33345320, 29048460, 0): 73.316}",32
33345320,29048460,0,829951739,,Lacknergasse,residential,30,True,110.714,"LINESTRING (16.333629 48.2275223, 16.3341242 48.2283968, 16.3341325 48.2284115, 16.3341565 48.2284539)",20.7,,height 2,"{(29048460, 393375, 0): 113.197, (33345319, 33345320, 0): 178.39499999999998, (33345320, 33345311, 0): 73.316, (64975131, 29048460, 0): 67.726}",10
33345332,378728,0,337654522,3,Währinger Gürtel,primary,50,True,71.392,"LINESTRING (16.3488929 48.2230945, 16.3492619 48.2234122, 16.34944 48.2236212)",34.7,B221,height 2,"{(378728, 1629378075, 0): 154.034, (33144414, 33345332, 0): 178.934}",0
50655844,33144747,0,4996517,,Rokitanskygasse,residential,30,True,110.51,"LINESTRING (16.3306833 48.2245889, 16.3301183 48.2236691)",202.3,,height 2,"{(33144463, 50655844, 0): 95.556, (33144747, 33144759, 0): 179.274, (33144747, 26405248, 0): 81.82300000000001, (33144750, 33144747, 0): 98.541, (50655844, 50655845, 0): 85.20400000000001, (64970487, 50655844, 0): 179.67}",26
50655844,50655845,0,27541033,,Schumanngasse,residential,30,True,80.743,"LINESTRING (16.3306833 48.2245889, 16.3298143 48.2250272)",307.1,,height 1,"{(33144463, 50655844, 0): 179.24, (50655844, 33144747, 0): 85.20400000000001, (50655845, 33144750, 0): 99.77199999999999, (64970487, 50655844, 0): 94.46600000000001, (64971266, 50655845, 0): 77.469}",4
50655845,33144750,0,4996486,,Rosensteingasse,residential,30,True,116.05700000000002,"LINESTRING (16.3298143 48.2250272, 16.3297651 48.2249608, 16.3297188 48.2248907, 16.3294425 48.224501, 16.3291359 48.2240865)",205.7,,height 2,"{(33144750, 33144747, 0): 76.53, (33144750, 33144659, 0): 167.96, (50655844, 50655845, 0): 99.77199999999999, (64971266, 50655845, 0): 177.241}",0
60631071,401838,0,30764140,,Schulgasse,residential,30,True,139.161,"LINESTRING (16.3401854 48.2252581, 16.3419567 48.2251368, 16.3420541 48.2251301)",95.9,,height 1,"{(33143834, 401838, 0): 86.008, (33144555, 60631071, 0): 101.326, (33344810, 401838, 0): 179.443, (33344817, 401838, 0): 93.782, (60631071, 33345294, 0): 85.515}",3
60631071,33345294,0,445235065,,Abt-Karl-Gasse,residential,30,True,106.03,"LINESTRING (16.3401854 48.2252581, 16.3401945 48.2253197, 16.340325 48.2262071)",5.6,,height 2,"{(33144555, 60631071, 0): 173.159, (33345294, 33345293, 0): 164.95600000000002, (60631071, 401838, 0): 85.515}",22
64969715,29048470,0,"[141251802, 141233621]",,Kreuzgasse,tertiary,50,True,75.649,"LINESTRING (16.3316802 48.2261538, 16.3318772 48.2260974, 16.332417 48.2259476, 16.3325431 48.2259115, 16.3325806 48.2259008, 16.3326189 48.2258864)",113.2,,height 1,"{(29048470, 29048469, 0): 179.37800000000001, (29048470, 33345319, 0): 101.58, (64969715, 29048472, 0): 179.42000000000002, (64970487, 64969715, 0): 108.463, (64970627, 29048470, 0): 79.022}",15
64969715,29048472,0,148687065,2,Kreuzgasse,tertiary,50,True,70.809,"LINESTRING (16.3316802 48.2261538, 16.3312179 48.2262811, 16.3308796 48.2263942, 16.3308107 48.2264173)",294.5,,height 1,"{(29048472, 64971266, 0): 104.759, (64969715, 29048470, 0): 179.42000000000002, (64970487, 64969715, 0): 70.957, (64975551, 29048472, 0): 75.679}",15
64970487,50655844,0,4996517,,Rokitanskygasse,residential,30,True,89.812,"LINESTRING (16.3311374 48.2253378, 16.3306833 48.2245889)",202.0,,height 2,"{(33144463, 50655844, 0): 84.774, (50655844, 33144747, 0): 179.67, (50655844, 50655845, 0): 94.46600000000001, (64970487, 64969715, 0): 177.865, (64970487, 64970627, 0): 104.83, (64971266, 64970487, 0): 84.229}",26
64970487,64969715,0,"[138645040, 219443538, 8892326]",,Sommarugagasse,residential,30,True,99.248,"LINESTRING (16.3311374 48.2253378, 16.3311428 48.225346, 16.3311677 48.2253843, 16.3312242 48.2254708, 16.3312295 48.225479, 16.3313148 48.2256072, 16.3315833 48.2260109, 16.3316129 48.2260553, 16.3316401 48.2260952, 16.3316507 48.2261107, 16.3316706 48.2261398, 16.3316802 48.2261538)",23.9,,height 2,"{(64969715, 29048470, 0): 108.463, (64969715, 29048472, 0): 70.957, (64970487, 50655844, 0): 177.865, (64970487, 64970627, 0): 73.035, (64971266, 64970487, 0): 97.906}",26
64970487,64970627,0,148687058,,Antonigasse,residential,30,True,78.554,"LINESTRING (16.3311374 48.2253378, 16.3312434 48.2253066, 16.3321398 48.2251083)",109.0,,height 1,"{(33144463, 64970627, 0): 69.12, (64970487, 50655844, 0): 104.83, (64970487, 64969715, 0): 73.035, (64970627, 64972028, 0): 165.44799999999998, (64970627, 29048470, 0): 109.151, (64971266, 64970487, 0): 170.941}",12
64970627,64972028,0,148687058,,Antonigasse,residential,30,True,81.703,"LINESTRING (16.3321398 48.2251083, 16.3330155 48.2246616)",127.4,,height 1,"{(29048469, 64972028, 0): 98.433, (33144463, 64970627, 0): 96.328, (64970487, 64970627, 0): 165.44799999999998, (64970627, 29048470, 0): 85.401, (64972028, 33144491, 0): 179.082}",12
64970627,29048470,0,24939639,,Lacknergasse,residential,30,True,93.517,"LINESTRING (16.3321398 48.2251083, 16.3325873 48.225835, 16.3326189 48.2258864)",22.3,,height 2,"{(29048470, 29048469, 0): 101.6, (29048470, 33345319, 0): 179.398, (33144463, 64970627, 0): 178.27100000000002, (64969715, 29048470, 0): 79.022, (64970487, 64970627, 0): 109.151, (64970627, 64972028, 0): 85.401}",10
64971266,50655845,0,148687069,,Rosensteingasse,residential,30,True,85.577,"LINESTRING (16.330349 48.2257094, 16.3298517 48.2250729, 16.3298143 48.2250272)",207.6,,height 2,"{(29048472, 64971266, 0): 175.077, (50655844, 50655845, 0): 77.469, (50655845, 33144750, 0): 177.241, (64971266, 64970487, 0): 102.484}",0
64971266,64970487,0,"[219443849, 183541780, 219443540]",,Antonigasse,residential,30,True,71.543,"LINESTRING (16.330349 48.2257094, 16.3304571 48.2256578, 16.3308421 48.2254784, 16.3311374 48.2253378)",125.3,,height 1,"{(29048472, 64971266, 0): 82.439, (64970487, 50655844, 0): 84.229, (64970487, 64969715, 0): 97.906, (64970487, 64970627, 0): 170.941, (64971266, 50655845, 0): 102.484}",12
64972028,33144491,0,183541781,,Antonigasse,residential,30,True,74.66999999999999,"LINESTRING (16.3330155 48.2246616, 16.3334638 48.2244419, 16.3338278 48.224264)",126.3,,height 1,"{(29048469, 64972028, 0): 80.649, (33144491, 33144487, 0): 179.976, (64970627, 64972028, 0): 179.082, (283324413, 33144491, 0): 105.757, (292365649, 33144491, 0): 74.649}",12
64975131,29048460,0,551140400,2,Währinger Straße,secondary,30,True,79.733,"LINESTRING (16.3330993 48.2285887, 16.3340746 48.2284643, 16.3341565 48.2284539)",100.8,,height 1,"{(29048460, 393375, 0): 179.077, (33345320, 29048460, 0): 67.726, (64975746, 64975131, 0): 178.28900000000002}",0
64975551,33345319,0,5010782,,Staudgasse,residential,30,True,147.432,"LINESTRING (16.3313451 48.2272904, 16.3331633 48.2267511)",114.0,,height 1,"{(29048470, 33345319, 0): 74.33, (33345319, 33345320, 0): 104.60499999999999, (64975551, 29048472, 0): 105.173, (64975746, 64975551, 0): 75.229}",35
64975551,29048472,0,9221800,,Paulinengasse,residential,30,True,104.84900000000002,"LINESTRING (16.3313451 48.2272904, 16.3310255 48.2267728, 16.330864 48.2264999, 16.3308169 48.2264269, 16.3308107 48.2264173)",202.2,,height 2,"{(29048472, 64971266, 0): 179.562, (64969715, 29048472, 0): 75.679, (64975551, 33345319, 0): 105.173, (64975746, 64975551, 0): 179.59799999999998}",0
64975746,64975551,0,9221800,,Paulinengasse,residential,30,True,173.964,"LINESTRING (16.3322871 48.2287235, 16.3313778 48.2273442, 16.3313451 48.2272904)",203.6,,height 2,"{(64975551, 33345319, 0): 75.229, (64975551, 29048472, 0): 179.59799999999998, (64975746, 64975131, 0): 112.738}",0
64975746,64975131,0,551140400,2,Währinger Straße,secondary,30,True,62.01299999999999,"LINESTRING (16.3322871 48.2287235, 16.3325119 48.2286812, 16.3330183 48.2286015, 16.3330993 48.2285887)",104.0,,height 1,"{(64975131, 29048460, 0): 178.28900000000002, (64975746, 64975551, 0): 112.738}",0
64975949,33345310,0,8892751,1,Klostergasse,residential,30,True,61.042,"LINESTRING (16.3350633 48.2283251, 16.3349334 48.227783)",189.1,,height 2,"{(393375, 64975949, 0): 87.79, (33345289, 33345310, 0): 96.09100000000001, (33345310, 33345311, 0): 178.604, (64975949, 5322689627, 0): 92.19999999999999}",34
64975949,5322689627,0,24939395,1,Währinger Straße,secondary,30,True,18.273,"LINESTRING (16.3350633 48.2283251, 16.3351571 48.2283064, 16.3353047 48.228294)",100.9,,height 1,"{(393375, 64975949, 0): 179.98999999999998, (64975949, 33345310, 0): 92.19999999999999, (5322689627, 3337813458, 0): 172.977}",0
162796578,33144648,0,11384861,,Hormayrgasse,residential,50,True,131.496,"LINESTRING (16.33235 48.2225836, 16.3323322 48.2225573, 16.332316 48.2225223, 16.3322825 48.2224527, 16.332211 48.2223124, 16.3320708 48.222027, 16.3318174 48.2215139, 16.3317914 48.2214613)",198.3,,height 2,"{(33144644, 33144648, 0): 81.606, (33144648, 33144601, 0): 179.958, (33144648, 33144652, 0): 97.657, (33144997, 162796578, 0): 82.54299999999999, (162796578, 392224, 0): 100.284, (292365649, 162796578, 0): 176.561}",6
162796578,392224,0,24939638,,Leopold-Ernst-Gasse,residential,30,True,86.048,"LINESTRING (16.33235 48.2225836, 16.332367 48.2225761, 16.3333166 48.2221545)",123.7,,height 1,"{(392224, 33144947, 0): 178.746, (392224, 393924, 0): 97.83, (33144644, 392224, 0): 82.123, (33144997, 162796578, 0): 177.173, (162796578, 33144648, 0): 100.284, (292365649, 162796578, 0): 76.277}",1
213287623,378727,0,378265326,5,Währinger Gürtel,primary,50,True,53.163,"LINESTRING (16.3496917 48.2245954, 16.3496943 48.2246066, 16.3497683 48.2249252, 16.3497759 48.2249578, 16.3498014 48.2250679)",8.8,B221,height 2,"{(1371563077, 378727, 0): 84.285, (1629378075, 213287623, 0): 179.97700000000003}",0
245498398,33144583,0,23711937,,Leo-Slezak-Gasse,residential,30,True,29.015,"LINESTRING (16.3393624 48.2190394, 16.3397278 48.2189455)",111.1,,height 1,"{(33144583, 33143898, 0): 176.452, (33144588, 245498398, 0): 179.826, (33144629, 33144583, 0): 96.31099999999999, (245498401, 245498398, 0): 79.316}",0
245498401,33144626,0,53555533,,Blumengasse,residential,30,True,95.981,"LINESTRING (16.339645 48.2196601, 16.3384073 48.2199151)",287.2,,height 1,"{(33144422, 33144626, 0): 69.333, (33144626, 33144588, 0): 113.374, (33144626, 264055539, 0): 179.946, (33144629, 245498401, 0): 179.353, (245498401, 245498398, 0): 78.71499999999999}",24
245498401,245498398,0,171978982,,Ranftlgasse,residential,30,True,72.13,"LINESTRING (16.339645 48.2196601, 16.3395695 48.2194816, 16.3393624 48.2190394)",196.9,,height 2,"{(33144588, 245498398, 0): 100.858, (33144629, 245498401, 0): 100.638, (245498398, 33144583, 0): 79.316, (245498401, 33144626, 0): 78.71499999999999}",36
251207329,394751,0,234046383,2,Währinger Straße,secondary,50,True,55.922,"LINESTRING (16.347338 48.2254393, 16.3480705 48.2253177)",104.0,,height 1,"{(394751, 392442, 0): 88.365, (33344253, 251207329, 0): 98.466, (251207329, 33344812, 0): 179.928, (1371563074, 394751, 0): 179.94299999999998}",0
251207329,33344812,0,234046383,2,Währinger Straße,secondary,50,True,105.502,"LINESTRING (16.347338 48.2254393, 16.3459567 48.2256704)",284.1,,height 1,"{(33344253, 251207329, 0): 81.60600000000001, (33344812, 33344811, 0): 95.246, (251207329, 394751, 0): 179.928, (2423479559, 33344812, 0): 179.941}",0
251523470,33345291,0,550487337,2,Währinger Straße,secondary,50,True,20.716,"LINESTRING (16.3389088 48.227454, 16.3386443 48.2275145)",289.0,,height 1,"{(33345297, 251523470, 0): 83.201, (251523470, 33345293, 0): 177.55800000000002, (1850015448, 33345291, 0): 178.764}",0
251523470,33345293,0,550487337,2,Währinger Straße,secondary,50,True,147.748,"LINESTRING (16.3389088 48.227454, 16.3390719 48.2274093, 16.3392588 48.2273449, 16.3392719 48.2273404, 16.33956 48.2272364, 16.3403962 48.2269363, 16.340538 48.2268869, 16.3406074 48.2268636, 16.3406794 48.226844)",117.3,,height 1,"{(33345293, 33344817, 0): 175.40699999999998, (33345294, 33345293, 0): 75.218, (33345297, 251523470, 0): 94.357, (251523470, 33345291, 0): 177.55800000000002}",0
264055538,264055539,0,53378164,,Bergsteiggasse,residential,30,True,64.681,"LINESTRING (16.336055 48.2197941, 16.336262 48.2203592)",13.7,,height 2,"{(33144591, 264055538, 0): 98.55199999999999, (33144626, 264055539, 0): 98.422, (264055538, 33144588, 0): 81.796, (264055539, 33144633, 0): 81.66300000000001, (264055539, 264055540, 0): 158.91}",9
264055538,33144588,0,227970769,,Beheimgasse,residential,30,True,153.521,"LINESTRING (16.336055 48.2197941, 16.3380305 48.2193773)",107.6,,height 1,"{(33144588, 245498398, 0): 177.68099999999998, (33144591, 264055538, 0): 179.65200000000002, (33144626, 33144588, 0): 113.102, (264055538, 264055539, 0): 81.796}",0
264055539,33144633,0,30190610,,Blumengasse,residential,30,True,104.328,"LINESTRING (16.336262 48.2203592, 16.3349181 48.2206395)",287.4,,height 1,"{(33144626, 264055539, 0): 179.915, (33144633, 33144637, 0): 179.239, (33144941, 33144633, 0): 62.745, (264055538, 264055539, 0): 81.66300000000001, (264055539, 264055540, 0): 119.42699999999999}",24
